,show_id,title,listed_in,description
3099,81059656,E-Cigarettes: Miracle or Menace?,Documentaries,This documentary investigates the surge in vaping culture and whether e-cigarettes can really help smokers kick the habit.
3100,81001413,Free Rein: Valentine's Day,Movies,"Love is in the air as Zoe and friends go on a quest to find a fabled Maid's Stone. But when rivalry blinds them to danger, it's Raven to the rescue!"
3101,80080618,Guilty,"Dramas, International Movies","When a teen and her family's hired servant turn up dead, inept police bungle the inquiry and wind up fingering a controversial prime suspect."
3102,80994282,Have You Seen the Listers?,"Documentaries, International Movies",This documentary paints a candid picture of Australian street artist Anthony Lister as he navigates his burgeoning career and personal hardships.
3103,80220013,Heal,Documentaries,"Stories from spiritual leaders, physicians and those with chronic illnesses reveal the powerful connection between the human psyche and physical health."
3104,80065492,Lego DC Comics: Batman Be-Leaguered,Movies,"When Superman and the other Justice League superheroes start disappearing, it's up to Batman to unravel the caper and save the day."
3105,81048914,LEGO Marvel Super Heroes: Black Panther,Children & Family Movies,"When Thanos joins forces with villains Killmonger and Klaue to destroy Earth, Black Panther rushes to stop them from stealing Wakanda's vibranium."
3106,81048916,LEGO Marvel Super Heroes: Guardians of the Galaxy,Children & Family Movies,"The Guardians are on a mission to deliver the Build Stone to the Avengers before the Ravagers, Thanos and his underlings steal it from them."
3107,81048910,LEGO Ninjago: Masters of Spinjitzu: Day of the Departed,"Action & Adventure, Children & Family Movies",Cole finds himself trapped in Yang's temple after accidentally releasing a host of villainous spirits that the Ninja must defeat.
3108,80220228,Malicious,Horror Movies,"After receiving a strange present, a professor and his pregnant wife are plagued by tragedy and a paranormal presence that's determined to kill."
3109,70101697,Ninja Assassin,Action & Adventure,"When his best friend is murdered by the shadowy Ozunu clan, Raizo, an orphan raised to be an assassin, vows revenge."
3110,80106984,Personal Shopper,"Dramas, International Movies, Thrillers","A psychic medium takes a job as personal shopper for a spoiled celebrity in order to contact the spirit of her brother, who owned her employer's home."
3111,80104316,The Edge of Seventeen,"Comedies, Dramas","When Nadine's best (and only) friend starts dating her detested older brother, the teenage cynic's life becomes even more unbearable."
3112,80208661,The Witch Files,"Horror Movies, Thrillers","A disparate group of teenage girls discovers how to obtain supernatural abilities, but abusing their newfound power has disturbing consequences."
3113,81063480,Truckbhar Swapna,"Comedies, Dramas, International Movies",A taxi driver living in a Mumbai slum seeks to better his family's life by building an extension of his home while dealing with a lecherous contractor.
3114,81035127,True: Happy Hearts Day,Children & Family Movies,"True and Bartleby try to cheer up the Rainbow Kingdom’s loneliest citizen, but his gloomy mood is contagious! Can a trio of wishes turn things around?"
3115,80199689,Velvet Buzzsaw,"Dramas, Thrillers","A feared critic, an icy gallery owner and an ambitious assistant snap up a recently deceased artist's stash of paintings – with dire consequences."
3116,81063084,What Makes a Psychopath?,Documentaries,"This wide-ranging documentary examines the behaviors considered in a diagnosis of psychopathy and includes nonviolent, successful figures in history."
3117,81059649,Why Are We Getting So Fat?,Documentaries,A Cambridge geneticist dispels misconceptions about living with obesity and explores why the epidemic continues to expand across the UK and America.
3118,81059812,World's Weirdest Homes,Movies,"From a bubble-shaped palace to an island built on plastic bottles, tour the world’s most fantastically bizarre residences."
3119,80205451,42 Grams,Documentaries,"After launching a successful underground restaurant out of their apartment, an ambitious chef and his wife open an all-consuming upscale eatery."
3120,70045919,Æon Flux,"Action & Adventure, Sci-Fi & Fantasy","Aiming to hasten an uprising, the leader of an underground rebellion dispatches acrobatic assassin Aeon Flux to eliminate the government's top leader."
3121,80141928,Before the Flood,Documentaries,Leonardo DiCaprio crisscrosses the globe to investigate the consequences of man-made globe warming and the measures being taken to reverse it.
3122,80198055,Emo the Musical,"Dramas, International Movies, Music & Musicals","Expelled from private school for attempted suicide, emo Ethan enters the world of Seymour High and meets a cute Christian who's ready to convert him."
3123,80186731,Gender Revolution: A Journey with Katie Couric,"Documentaries, LGBTQ Movies","Katie Couric explores our evolving understanding of gender identity, speaking with transgender and intersex individuals about their experiences."
3124,80195654,How the Beatles Changed the World,"Documentaries, Music & Musicals",Interviews and rare archival footage illuminate how the Beatles' influence over music and culture continues to be felt around the world.
3125,80170992,Inxeba,"Dramas, Independent Movies, International Movies","At an initiation ritual for the young men of his Xhosa community, a closeted factory hand meets a Johannesburg teen who discovers his best-kept secret."
3126,80227121,John Mellencamp: Plain Spoken,"Documentaries, Music & Musicals",Iconic rocker John Mellencamp lights up Chicago in an electrifying live performance featuring old classics and new tracks.
3127,80222248,Liberated: The New Sexual Revolution,Documentaries,"Filmmakers explore how pop culture shapes a new generation's beliefs about gender, sexuality and violence on display among students on spring break."
3128,80163352,Master,"Action & Adventure, International Movies","Needing hard evidence to convict a company chairman of fraud, an investigator bargains with the company's tech expert to turn over his boss's ledger."
3129,70251218,Mortified Nation,Documentaries,"This comic documentary follows the Mortified movement, a series of stage events where adults share awkward childhood moments in front of strangers."
3130,80217040,National Parks Adventure,Documentaries,"Narrated by Robert Redford, this documentary tours the awe-inspiring landscapes, historic sites and untamed wilderness of America's great parks."
3131,80172958,Newness,"Dramas, Independent Movies, Romantic Movies","Martin and Gabi try to form a relationship after meeting through a hookup app, but when boredom creeps in, they seek out an unconventional solution."
3132,80171291,Paint It Black,Dramas,"In the wake of a young artist’s suicide, his pianist mother and his despairing girlfriend square off in a living nightmare beset by guilt and blame."
3133,80168231,Water & Power: A California Heist,Documentaries,California residents and farmers face powerful barons in the struggle to secure water rights in this fresh historical account of profit and interests.
3134,80060060,Chauthi Koot,"Dramas, Independent Movies, International Movies",Related tales of a family seeking refuge and two men on a train to Amritsar evoke the dreadful unease surrounding Hindu-Sikh tensions in 1980s Punjab.
3135,80091866,Dilwale,"Action & Adventure, Dramas, International Movies","A young couple falls in love, but conflicting loyalties drive them apart. Years later, fate intervenes and hands them a second chance."
3136,80124947,Gun Runners,"Documentaries, International Movies, Sports Movies",Two roaming Kenyan bandits attempt to change the course of their lives by exchanging their rifles for running shoes.
3137,80017528,Happy New Year,"Action & Adventure, Comedies, Dramas",A revenge-seeking diamond thief gathers a ragtag crew to infiltrate a Dubai hotel hosting a dance contest. But first they have to learn how to dance.
3138,80095530,Haraamkhor,"Dramas, Independent Movies, International Movies","A selfish, manipulative schoolteacher takes advantage of a schoolgirl's vulnerability to gratify his dark, narcissistic desires."
3139,80093105,Heroes Wanted,"Action & Adventure, Comedies, International Movies","When its special ops agency is wiped out, Spain hastily assembles a new team to defuse a terrorist plot. But who are these scrappy would-be heroes?"
3140,80134682,Highly Strung,"Documentaries, International Movies, Music & Musicals","Fiery passions take center stage in this intimate look at the Australian String Quartet and, perhaps more vital, the priceless instruments they guard."
3141,80154179,I Am Sun Mu,"Documentaries, International Movies",A North Korean propagandist who escaped to Seoul now creates satirical art about Kim Jong Il's regime and copes with repercussions of his defection.
3142,80127604,Indiscretion,"Dramas, Thrillers","After a weekend fling with artist Victor, Veronica, a psychiatrist and politician's wife, becomes the target of Victor's dangerous romantic obsession."
3143,80156767,La Última Fiesta,"Comedies, International Movies",Three best buddies are thrown into a wild chase for a priceless painting that was stolen from a house they used to throw a huge party.
3144,80159668,Maroon,"Dramas, Independent Movies, International Movies","When his wife goes missing, university professor Saurabh remains at home while the police investigate, but his grip on reality loosens as days pass."
3145,60036691,Paris Is Burning,"Classic Movies, Cult Movies, Documentaries","This Sundance prize-winning documentary is an intimate portrait of 1980s Harlem drag balls: a world of fierce competition, sustenance, and survival."
3146,80152745,The Hurt Business,"Documentaries, Sports Movies","Featuring legendary and up-and-coming MMA fighters, this documentary details the history of the brutal sport and the fighters' struggles and triumphs."
3147,80167843,The Reconquest,"Dramas, International Movies, Romantic Movies","Years after they were childhood sweethearts, Manuela and Olmo share a night in Madrid, where they discuss their past and the possibility of a future."
3148,70306702,Zapped,"Children & Family Movies, Comedies",A girl discovers a dog-training app that can get boys to obey her every command. But she soon learns that it isn't the cure-all she had hoped for.
3149,81004748,A Family Reunion Christmas,Movies,M'Dear and her sisters struggle to keep their singing act together before a church Christmas pageant while Grandpa teaches the kids a valuable lesson.
3150,80174959,It Comes at Night,"Horror Movies, Independent Movies","As danger stalks the world outside his isolated home, an overprotective father faces a tough decision when another family shows up seeking help."
3151,80225595,Entanglement,"Dramas, Independent Movies, Romantic Movies","After his ailing father makes a shocking confession, a desperately depressed man sets out to find the woman he believes will change his destiny."
3152,80160347,Mariah Carey's Merriest Christmas,"Children & Family Movies, Music & Musicals","Pop music superstar Mariah Carey hosts this all-star holiday celebration with special guests and a celebrity reading of ""The Night Before Christmas."""
3153,80098200,Spectral,"Action & Adventure, Sci-Fi & Fantasy","When an otherworldly force wreaks havoc on a war-torn European city, an engineer teams up with an elite Special Ops unit to stop it."
3154,80081410,"Trailer Park Boys: Drunk, High and Unemployed: Live in Austin","Comedies, International Movies","Ricky, Julian and Bubbles bring their trailer park humor out onto the stage for a night of bravado, schemes and an intoxicated acting demo."
3155,70117322,From Paris with Love,"Action & Adventure, International Movies",A low-level intelligence agent gets pulled into action and espionage above his pay grade when he's ordered to assist a trigger-happy senior agent.
3156,81157385,Saaho,"Action & Adventure, International Movies","In a fictional megalopolis, a stunning underworld theft triggers a fierce power struggle among the gangsters, with an enigmatic cop on their trail."
3157,81033201,Because of Soccer,"Comedies, Dramas, International Movies","After losing a World Cup bet, two hapless buddies must use their wits to pay off their debt to a big Jakarta bookie in this action-packed comedy."
3158,70253594,The Art of the Steal,"Action & Adventure, Comedies, Independent Movies","Crunch Calhoun, a daredevil motorcyclist and mostly reformed con artist, agrees to do one last job: helping his brother Nicky steal a priceless book."
3159,70266069,The Dancer,"Dramas, International Movies, Romantic Movies","Orphaned by a tragedy that took the lives of her parents, Srintil grows up in a poor Indonesian village aspiring to be a sacred dancer."
3160,70035037,The Gathering,"Comedies, Dramas, International Movies","Between divorce, bad relationships and coming out as gay, a group of affluent friends realize that none of their lives are as easy as they seem."
3161,81016342,What's Up With Love?,"Dramas, International Movies, Romantic Movies","A popular high school girl strains her relationship with her close-knit clique when she begins falling for a reclusive, lower-class schoolmate."
3162,70152959,Delhi Belly,"Action & Adventure, Comedies, International Movies","Three flatmates get involved in the shady business belonging to one roomie's fiancé, and discover that a global crime syndicate is gunning for them."
3163,70144331,Dhobi Ghat (Mumbai Diaries),"Dramas, International Movies","In this intimate drama, circumstances draw together four people from different castes – which would normally preclude them from forming friendships."
3164,80178974,El Camino Christmas,"Comedies, Dramas","Stuck in a liquor store during an alleged robbery, a group of strangers shares hidden truths and forms an unexpected bond on Christmas Eve."
3165,80157086,Jaal,"Action & Adventure, International Movies","When a mysterious woman hires Shankar to spy on a family, he must determine how his own father's abandonment figures into the situation."
3166,70089214,Jaane Tu... Ya Jaane Na,"Comedies, International Movies, Music & Musicals",Soft-spoken Jai and spitfire beauty Aditi couldn't be more different – but their family and friends know that they're a perfect match.
3167,60020906,Lagaan,"Dramas, International Movies, Music & Musicals","In 1890s India, an arrogant British commander challenges the harshly taxed residents of Champaner to a high-stakes cricket match."
3168,60002808,Papa the Great,"Comedies, Dramas, International Movies","After witnessing a murder, a meek family man must summon his courage when he finds himself on the wrong side of a notorious gangster."
3169,70129396,Peepli Live,"Comedies, Dramas, Independent Movies",Two indigent farmers consider suicide so that their families can collect a government subsidy that's paid to the relatives of deceased farmers.
3170,80156938,Shikari,"Dramas, International Movies, Music & Musicals","When Shankar, who performs on the road with partner Chanchal and elephant Appu, falls for a Russian circus performer, jealousies and conflicts arise."
3171,70087087,Taare Zameen Par,"Dramas, International Movies","When daydreamer Ishaan is sent to boarding school, an unconventional art teacher tries to help the imaginative student discover his true identity."
3172,80156405,The Oath,"Action & Adventure, International Movies",The ordered life of a Reykjavik heart surgeon unravels when his daughter descends into a life of drugs and crime thanks to a sinister boyfriend.
3173,80103392,Kickboxer: Vengeance,Action & Adventure,"After a skilled fighter falls in the ring, his younger brother emerges from the shadows to train and get revenge against a brutal champion."
3174,80098288,Other People,"Comedies, Dramas, Independent Movies","After a bad breakup, a struggling New York comedy writer tries to don a brave face and care for his dying mother in Sacramento."
3175,70103762,Imagine That,"Children & Family Movies, Comedies, Sci-Fi & Fantasy","Work problems are piling up for a businessman. But when he discovers a pathway to his daughter's imaginary world, he starts finding some solutions."
3176,80223271,Nothing to Lose 2,"Dramas, Faith & Spirituality, International Movies","As controversy surrounds the evangelical church he helped found, Edir Macedo must juggle betrayals, politics and personal loss in this biopic sequel."
3177,81016408,5 Star Christmas,"Comedies, International Movies","When the Italian prime minister meets his lover and political rival while on an official trip to Budapest during Christmas week, things go topsy-turvy."
3178,80201490,Dumplin',"Comedies, Dramas, Independent Movies","To prove a point about measuring up and fitting in, Texas teen Willowdean Dickson enters a local pageant run by her ex-beauty queen mom."
3179,81001412,Free Rein: The Twelve Neighs of Christmas,Movies,"As Bright Fields preps for its Mistletoe Ball, a broken ornament leads Zoe to a family secret, while Gaby finds herself at the mercy of new boss Mia."
3180,80993105,Mowgli: Legend of the Jungle,"Action & Adventure, Children & Family Movies, Dramas",An orphaned boy raised by animals in the jungle seizes his destiny while confronting a dangerous enemy – and his own human origins.
3181,80191044,ReMastered: Who Killed Jam Master Jay?,"Documentaries, Music & Musicals",Run-DMC DJ Jam Master Jay made a huge impact in music and his community. But friends and family still seek closure years after his unsolved murder.
3182,80999067,Super Monsters and the Wish Star,Children & Family Movies,"Christmas wishes come true for Lobo, whose favorite cousin arrives for a surprise visit, and for Glorb, who wishes he could be everywhere at once!"
3183,81003741,The American Meme,Documentaries,"Social media stars Paris Hilton, Josh Ostrovsky, Brittany Furlan and Kirill Bichutsky hustle to build online empires – and face the pitfalls of fame."
3184,70063484,The Secret,"Documentaries, Faith & Spirituality","An assembly of writers, philosophers and scientists share The Secret, which reputedly brought success to Plato, da Vinci, Einstein and other greats."
3185,81172740,Banana Island Ghost,"Comedies, International Movies","Searching for a soul mate, a ghost negotiates with God for three more days on Earth to find love, then meets a woman in need of help herself."
3186,81172756,Celebrity Marriage,"Dramas, International Movies",A successful actress with an abusive husband confides in friends who have troubling relationship issues of their own.
3187,80223779,Marriage Story,Dramas,Academy Award-nominated filmmaker Noah Baumbach directs this incisive and compassionate look at a marriage coming apart and a family staying together.
3188,81068687,No Game No Life: Zero,"Action & Adventure, Anime Features, Sci-Fi & Fantasy","In ancient Disboard, a young warrior befriends an ex machina and embarks on a harrowing mission to stop a global war and save humanity from extinction."
3189,81172758,Slow Country,"Dramas, International Movies","Desperate to leave a life of prostitution, a teenage mother attempts to outsmart her ruthless boss who is determined to keep his prized asset."
3190,81146370,Spirit Riding Free: Spirit of Christmas,Children & Family Movies,Lucky and friends must figure out how to get home in time for Christmas when a falling boulder – and a serious snowstorm – derail their travel plans.
3191,70120340,THE RUM DIARY,"Comedies, Dramas",Johnny Depp stars in this adaptation of Hunter S. Thompson's novel about a boozy journalist who moves to Puerto Rico and falls for a taken woman.
3192,80126997,Wives on Strike,"Comedies, Dramas, International Movies","A group of local women band together to save a terrified young girl from marriage, launching a hilarious strike against their frustrated husbands."
3193,81172868,Wives on Strike: The Revolution,"Comedies, Dramas, International Movies","After a woman is severely beaten at home, her strong-willed friends take a stand against their husbands to seek justice for domestic abuse victims."
3194,81002594,Yes or No,"International Movies, LGBTQ Movies, Romantic Movies","Traditional girl Pie is initially uncomfortable with her tomboyish new roommate. But as time goes on, she finds herself increasingly attracted to her."
3195,80185876,Trolls Holiday Special,"Children & Family Movies, Comedies, Music & Musicals","When Queen Poppy realizes that Bridget and the Bergens don't have any holidays, she hatches a plan for Branch and the Snack Pack to help create one."
3196,80117746,Blue Jay,"Dramas, Independent Movies, Romantic Movies","Two former high school sweethearts unexpectedly reunite in their old hometown, where they rediscover their magical bond and face a shared regret."
3197,80142615,One in a Billion,"Documentaries, Sports Movies",Follow the journey of Satnam Singh Bhamara as he works to fulfill his dream of becoming the first India-born player to be drafted into the NBA.
3198,80115673,Reggie Watts: Spatial,"Music & Musicals, Stand-Up Comedy","The comic innovator delivers a surreal set blending experimental songs, jokes about grits, guns and drugs, and other improvised comedy adventures."
3199,80105691,The Model,"Dramas, Independent Movies, International Movies","Danish teen Emma moves to Paris hoping to become a top model, but her dreams soon unravel when her affair with photographer Shane turns obsessive."
3200,81029841,A Christmas Prince: The Royal Baby,"Children & Family Movies, Dramas, Romantic Movies","Christmas brings the ultimate gift to Aldovia: a royal baby. But first, Queen Amber must save her family and kingdom by unwrapping a monarchy mystery."
3201,81212801,The Irishman: In Conversation,Documentaries,"Join director Martin Scorsese as he sits down with stars Robert De Niro, Al Pacino and Joe Pesci for an intimate, intriguing look inside ""The Irishman."""
3202,80244190,Breath,"Dramas, Sports Movies","In mid-1970s Australia, two small-town teenage boys befriend an enigmatic middle-aged surfer, who urges them to see the thrill in facing their fears."
3203,80187435,Craig Ferguson: Tickle Fight,Stand-Up Comedy,"Cheeky comic Craig Ferguson keeps it casual as he discusses '70s porn, Japanese toilets and his mildly crime-filled days as a talk show host."
3204,80104103,The Good Neighbor,"Dramas, Independent Movies, Thrillers","Two tech-savvy teens plot to fool a cranky old neighbor into believing his house is haunted, but their cruel prank soon takes some unexpected turns."
3205,80004478,Bill Burr: I'm Sorry You Feel That Way,Stand-Up Comedy,"Bill Burr escapes the zombie apocalypse, explores how rom-coms ruin great sex and explains how too many childhood hugs may be the downfall of man."
3206,81188871,Let's Dance,"Dramas, International Movies, Romantic Movies","After his crew breaks up, a gifted but insecure hip-hop dancer teaches at a top ballet school in Paris, where he falls for an aspiring ballerina."
3207,80211590,God's Not Dead: A Light in Darkness,"Dramas, Faith & Spirituality","After a fire breaks out at his church, a pastor faces a legal battle against university leaders who wish to push the congregation off the campus."
3208,80187306,RUSSELL BRAND: RE:BIRTH,Stand-Up Comedy,Russell Brand gets loquacious in London as he ruminates on the state of the world and marvels over how his life changed the moment he became a father.
3209,80988989,The Cakemaker,"Dramas, Independent Movies, International Movies","When a German baker travels to Jerusalem in search of his dead male lover’s family, his growing involvement with them may expose his truth."
3210,80117080,Mercenary,"Dramas, International Movies, Sports Movies","When he defies his cruel father and leaves New Caledonia to play rugby in France, young Soane learns hard lessons about life, love and success."
3211,80042368,A Very Murray Christmas,"Comedies, Music & Musicals","Bill Murray rounds up an all-star cast for an evening of music, mischief and barroom camaraderie in this irreverent twist on holiday variety shows."
3212,60034116,3 Deewarein,"Dramas, International Movies, Thrillers","A reporter interviews three convicts on death row for a documentary but as their stories emerge, so do her own true motivations for soliciting them."
3213,70211474,Aarakshan,"Dramas, International Movies",The decision by India's supreme court to establish caste-based reservations for jobs in education causes conflict between a teacher and his mentor.
3214,81177444,Aaviri,"Horror Movies, International Movies, Thrillers","After losing their first child in an accident, a couple moves to a palatial home, where their young daughter comes under the spell of an eerie spirit."
3215,81213876,Adrishya,"Horror Movies, Independent Movies, International Movies",A family’s harmonious existence is interrupted when the young son begins showing symptoms of anxiety that seem linked to disturbing events at home.
3216,70056728,Ahista Ahista,"Dramas, International Movies, Romantic Movies","Stood up by her groom at the altar, a young woman finds help and healing from another man – until her ex-fiancé returns, hoping to win her back."
3217,81161834,Albert Pinto Ko Gussa Kyun Aata Hai?,"Dramas, Independent Movies, International Movies","As the police investigate his disappearance, a young man heads to Goa to carry out an act of vengeance fueled by years of pent-up anger toward society."
3218,247747,Amar Akbar Anthony,"Action & Adventure, Classic Movies, Comedies","Abandoned in a park by their father, Amar, Akbar and Anthony grow up independently and have no knowledge of one another. They're reunited as adults when, by coincidence, they all give blood at the same hospital."
3219,70064205,Anwar,"Dramas, Independent Movies, International Movies","Seeking refuge in a Hindu temple after the tragic death of the girl he loved, a Muslim youth is caught by the police, who mistake him for an enemy."
3220,80083672,Barah Aana,"Dramas, International Movies","After futile attempts to better their lives with honest work, three broke friends opt for a more dubious means of making money: kidnapping for ransom."
3221,60003405,Bawarchi,"Classic Movies, Comedies, Dramas",A dysfunctional middle-class family is transformed by the attentions of their talented new chef – until he vanishes along with their valuable jewels.
3222,70053010,Bazaar,"Dramas, Independent Movies, International Movies","A young man challenges traditional customs by standing up to the father of the woman he loves, who has promised her to a wealthy expatriate."
3223,81038225,Benchwarmers 2: Breaking Balls,"Comedies, Sports Movies",A rookie lawyer with an emasculating past in baseball can break into the legal world only if he manages a law firm's ragtag company softball team.
3224,70062701,Bhagam Bhag,"Comedies, International Movies, Romantic Movies","A theater group lands in trouble when its new actress takes her own life, two of its members are framed for murder and no one is who they appear to be."
3225,81213889,Bhoot,"Horror Movies, International Movies, Thrillers","After a couple moves into an apartment, the wife’s increasingly disturbing behavior unravels chilling secrets about their new home’s past."
3226,70005055,Bobby,"Classic Movies, Dramas, International Movies","Raj, the son of strict, wealthy parents, falls in love with Bobby, the daughter of a poor Christian fisherman – a romance his parents oppose."
3227,60029461,Carrie,Horror Movies,This remake of the classic 1976 horror flick finds misfit Carrie getting revenge on all the cool people who've bullied her over the years.
3228,81213893,Chal Mere Bhai,"Comedies, International Movies, Romantic Movies","When a secretary saves her tycoon boss's life, his family hears wedding bells. Problem is, she's already in love – with his younger brother."
3229,372195,Child's Play,"Cult Movies, Horror Movies","When a rash of murders unfolds, 6-year-old Andy knows that his toy doll Chucky is the killer, but neither his mom nor the cops believe him."
3230,20255593,Chupke Chupke,"Classic Movies, Comedies, International Movies","Jealous of the high regard in which his new wife holds their brother-in-law, a botany professor stages an elaborate prank that will even the score."
3231,70059328,Deadline: Sirf 24 Ghante,"Independent Movies, International Movies, Thrillers",A surgeon’s perfect life is rattled when his daughter is taken hostage in their own home and he's given 24 hours to pay a hefty ransom.
3232,81213888,Dhamaal,"Action & Adventure, Comedies, International Movies","Tipped off about buried money in Goa, four ne’er-do-well friends go on the hunt, chased by a police officer who wants the treasure for himself."
3233,60024927,Die Another Day,Action & Adventure,Pierce Brosnan's final outing as 007 finds James Bond facing off against a North Korean terrorist who's in league with a British diamond merchant.
3234,20255837,Don,"Action & Adventure, Classic Movies, Dramas",A man who's a lookalike for a slain mob kingpin is asked by the police to impersonate the gangster and infiltrate his underworld organization.
3235,70006866,Encounter: The Killing,"Dramas, Independent Movies, International Movies","After accidentally killing a young mobster, a guilt-stricken police officer searches for the parents who never came forward to claim their son's body."
3236,20077944,Ghayal,"Action & Adventure, Dramas, International Movies","Framed for his older brother's murder, a boxer seeks violent revenge against the true killer who's torn his family apart."
3237,20705133,Ghulam-E-Musthafa,"Action & Adventure, Dramas, International Movies","Giving up his life of crime for love, a gangster struggles with a moral dilemma when tragic events and enduring enemies take him back to the underworld."
3238,21028086,Gol Maal,"Classic Movies, Comedies, International Movies","When circumstances at work compel Ram to pretend to have a twin, his lie works – until the boss wants his daughter to marry Ram’s fictitious brother."
3239,22040803,GoldenEye,Action & Adventure,"Pierce Brosnan takes his first turn as debonair secret agent James Bond, who investigates the destruction of a Russian satellite weapons base."
3240,70054380,Golmaal: Fun Unlimited,"Comedies, International Movies","Between thwarting crooks and wooing the belle next door, four pranksters get in over their heads when they bamboozle their way into a couple’s bungalow."
3241,60020236,Heartbreakers,"Comedies, Romantic Movies","In this stylish comedy, a mother-daughter con team makes money the old-fashioned way: They use their feminine wiles to swindle it."
3242,20765027,Hera Pheri,"Action & Adventure, Comedies, Dramas",The bond between two crooks and best friends is threatened when one learns that the other's father had a hand in his own tragic past.
3243,81109078,How High 2,Comedies,"When a pair of friends uncover a weed Bible, their magical stash gets stolen, sending them on a pot-fueled quest through Atlanta to find it."
3244,81213885,Jaan-E-Mann: Let's Fall in Love... Again,"Dramas, International Movies, Romantic Movies","To avoid alimony payments, an aspiring actor schemes for his ex-wife to marry an unlikely suitor, but soon realizes he may not be ready to lose her."
3245,70129075,Jail,"Dramas, International Movies","Incarcerated for a crime he didn’t commit, a young man must navigate the crowded, cut-throat environment of prison as he awaits trial."
3246,60001407,Jis Desh Men Ganga Behti Hai,"Action & Adventure, Dramas, International Movies","Falling in with a band of outlaws during a holy pilgrimage, a country boy tries to change their violent ways ahead of a showdown with the authorities."
3247,70295531,John Day,"International Movies, Thrillers","A bank manager and his wife, still grieving over their daughter who died in a fire, become pawns in a bank heist with ties to corruption and fraud."
3248,17457622,Judwaa,"Comedies, International Movies, Romantic Movies","Separated at birth, a pair of identical twins unexpectedly reunite as adults and embark on a madcap mission to take down a common enemy from their past."
3249,20712279,Kaalia,"Action & Adventure, Dramas, International Movies","Jailed for robbing his brother’s unscrupulous employer, a simpleton has a transformation while in prison, emerging with a violent mission for revenge."
3250,70051840,Katha,"Comedies, Dramas, Independent Movies","Secretly in love with his neighbor, a mild-mannered clerk is heartbroken when his much bolder, more charming friend wins her heart instead."
3251,81213895,Khubsoorat,"Classic Movies, Comedies, Dramas",A strict matriarch's regimented household is upended by the arrival of a spunky relative who challenges the rules.
3252,24073896,Koshish,"International Movies, Romantic Movies",A speech and hearing-impaired couple persists through unforgiving obstacles to be accepted by society and live a life of dignity.
3253,81221913,Kuldip Patwal: I Didn't Do It!,"Dramas, Independent Movies, International Movies","Accused of killing a politician, a local grocer’s fight to prove his innocence reveals his lifelong struggles with injustice leading up to the incident."
3254,70040912,Maine Pyaar Kyun Kiya,"Comedies, International Movies, Music & Musicals","After lying to his girlfriend, orthopedic surgeon Samir must conjure up a pretend wife in this musical comedy."
3255,81213979,Masoom,"Dramas, Independent Movies, International Movies",A loving husband and father's joyful family life is rocked to its core upon the discovery that he has a young son borne from a past extramarital affair.
3256,70018445,Mujhse Shaadi Karogi,"Comedies, International Movies, Romantic Movies","Samir must overcome a hostile horoscope, a hot temper and a determined rival to win the heart of Rani, the love of his life."
3257,81213897,Namak Halaal,"Action & Adventure, Comedies, International Movies","While loyally defending his boss from mobsters trying to kill him, a naive, hotel bellboy discovers the family he never knew he had."
3258,81213877,Phamous,"Dramas, International Movies, Thrillers",India's highlands descend into bullet-riddled mayhem as the longtime rivalries and ruthless revenge missions among four men come to a head.
3259,81213882,Phullu,"Dramas, Independent Movies, International Movies","Struck by the lack of clean resources for menstruating women in his village, a jobless loafer braves social stigmas to create low-cost sanitary napkins."
3260,81213896,Rajnigandha,"Comedies, Dramas, Independent Movies","A grad student leaves her boyfriend in Delhi for a job interview in Mumbai, where she reconnects with an old flame for whom she still has feelings."
3261,60003097,Ram Teri Ganga Maili,"Classic Movies, Dramas, International Movies","Abandoned by her new husband and father of her son, a mountain woman journeys to Calcutta to find him, constantly tested by social evils along the way."
3262,81213887,Ramji Londonwaley,"Comedies, Dramas, International Movies","A small-town cook moves to London to earn a living, but from his employer’s sudden death to the immigration officials on his trail, plans soon go sour."
3263,896678,Red Dawn,"Action & Adventure, Cult Movies",A group of teenagers witnesses Soviet and Cuban paratroopers descending on their small Colorado town and systematically setting off World War III.
3264,81217436,Road to Sangam,"Dramas, Independent Movies, International Movies","As communal violence erupts in his neighborhood, a Muslim mechanic presses forward to repair a historic truck that will transport Gandhi’s last remains."
3265,81221914,Saath Saath,"Dramas, Independent Movies, International Movies","A young woman falls for her classmate’s idealistic, non-materialistic ways, but is troubled upon seeing his principles change after they marry."
3266,70072558,Sadma,"Dramas, International Movies, Romantic Movies","After a traumatic injury leaves her with amnesia and age regression, a young woman is sold to a brothel before a teacher becomes her savior."
3267,60002818,Sangam,"Classic Movies, Dramas, International Movies","Returning home from war after being assumed dead, a pilot weds the woman he has long loved, unaware that she had been planning to marry his best friend."
3268,20257617,Satte Pe Satta,"Comedies, Cult Movies, Dramas","The eldest of seven brothers who run a family farm together marries a pretty nurse, inspiring his country-bumpkin siblings to follow his example."
3269,70059284,Shiva,"Action & Adventure, Dramas, International Movies","A young man enrolls at a college and becomes a rival to the student-union president, who’s using force and intimidation to advance his criminal agenda."
3270,60001404,Swami,"Dramas, Independent Movies, International Movies","After she enters into an arranged marriage, a spirited and intellectual young woman tries to adjust to life with a man who was not her choice."
3271,81213879,The Dark Side of Life: Mumbai City,"Dramas, International Movies","Struggling with Mumbai's pressures and private battles with depression, six lives intersect just as they reach a breaking point."
